Gene	PDX080	PDX085	PDX090	PDX089	PDX092	PDX323	PDX641	PDX644
FAM41C	0	0	0	0	0	1	0	0
FAM43A	3	0	1	7	0	0	0	4
FAM43B	2	1	1	0	0	0	0	1
FAM45BP	387	394	351	348	413	325	324	333
FAM46A	1138	3015	1737	1479	3061	2067	2098	3097
FAM46B	8	3	0	0	1	1	1	3
FAM46C	3101	3226	4467	5515	4774	4298	2052	2010
FAM46D	0	0	0	0	0	0	0	0
FAM47A	2	9	0	0	0	1	2	1
FAM47B	0	0	0	0	0	0	0	0
FAM47C	0	0	0	0	0	0	0	0
FAM47E	155	178	148	174	232	213	244	179
FAM47E-STBD1	0	0	0	0	0	0	0	0
FAM49A	7	10	2	6	10	11	15	12
FAM49B	4419	2861	3641	3861	4258	3248	3799	3483
FAM50A	246	127	171	222	272	224	346	264
FAM50B	5	0	0	0	0	0	0	0
FAM53A	23	24	28	48	51	48	43	24
FAM53B	1330	727	891	1005	1528	1354	1787	1387
FAM53C	548	420	458	589	625	517	696	540
FAM57A	11	30	25	27	46	31	44	43
FAM57B	42	45	67	80	91	82	52	69
FAM58A	76	38	49	51	68	56	62	60
FAM60A	326	292	580	793	823	580	773	885
FAM63A	770	792	707	978	1023	928	1049	854
FAM63B	682	844	576	600	583	542	567	625
FAM64A	168	108	68	67	48	37	43	58
FAM65A	385	293	263	394	321	289	247	202
FAM65B	66	130	35	22	25	18	81	92
FAM65C	26	1	0	8	3	0	2	0
FAM66A	2	1	7	8	9	7	12	7
FAM66B	0	0	0	0	1	1	1	0
FAM66C	65	82	35	51	87	72	80	68
FAM66D	35	48	46	65	81	53	68	62
FAM66E	3	1	2	2	2	5	3	5
FAM69A	70	68	48	50	47	42	39	54
FAM69B	120	95	94	111	155	122	175	126
FAM69C	1	1	1	2	2	3	7	3
FAM71A	2	1	3	3	2	0	0	0
FAM71B	0	0	0	0	0	0	1	0
FAM71C	0	0	0	2	0	2	1	0
FAM71D	4	9	6	8	11	7	7	6
FAM71E1	41	42	23	41	48	26	44	33
FAM71E2	0	0	0	0	0	0	0	0
FAM71F1	7	6	15	12	7	15	4	10
FAM71F2	52	51	84	111	72	90	63	30
FAM72A	25	42	35	11	15	13	11	12
FAM72B	39	39	35	20	8	12	12	14
FAM72D	13	17	5	2	8	3	5	9
FAM73A	777	735	440	480	677	532	536	670
FAM73B	332	232	289	309	327	239	287	252
FAM74A1	0	0	0	0	0	0	0	0
FAM74A3	0	0	0	0	0	0	0	0
FAM74A4	0	0	0	0	0	0	0	0
FAM76A	250	217	284	302	358	285	314	276
FAM76B	211	256	234	229	322	251	258	294
FAM78A	15	11	86	48	88	61	75	63
FAM78B	75	77	336	334	361	335	146	127
FAM81A	23	46	57	39	53	43	75	77
FAM81B	8	10	11	13	43	34	42	48
FAM83A	22	8	33	19	24	22	58	75
FAM83A-AS1	1	1	4	1	3	1	1	1
FAM83B	1265	359	706	789	907	587	720	566
FAM83C	0	0	0	0	0	0	0	0
FAM83D	377	330	194	161	120	73	123	153
FAM83E	131	100	144	195	166	152	94	101
FAM83F	501	390	429	494	506	446	360	262
FAM83G	148	95	66	114	123	83	151	115
FAM83H	2562	2156	3247	4101	3366	2720	2162	1627
FAM83H-AS1	2235	1785	3192	3757	3416	2953	1811	1498
FAM84A	52	77	83	110	205	150	288	193
FAM84B	12165	10517	2790	3258	3961	2950	4106	3925
FAM86B1	17	13	6	9	17	11	17	25
FAM86B2	4	4	3	4	5	6	10	4
FAM86B3P	24	27	26	32	50	51	69	49
FAM86C1	41	33	35	40	44	38	41	27
FAM86C2P	29	30	25	30	23	27	38	31
FAM86DP	50	40	34	48	45	44	43	47
FAM86EP	68	50	40	56	53	52	70	62
FAM86FP	67	99	29	37	40	30	38	29
FAM86HP	69	52	44	33	40	31	29	31
FAM86JP	39	53	32	34	37	35	47	32
FAM89A	35	29	31	27	48	28	56	40
FAM89B	172	128	249	276	371	293	260	240
FAM8A1	1866	1894	2197	2173	2972	2258	1865	2032
FAM90A1	7	8	2	2	4	6	1	3
FAM90A10P	0	0	0	0	0	0	0	0
FAM90A25P	0	0	0	0	0	0	0	0
FAM90A27P	0	0	0	0	0	0	0	0
FAM90A2P	0	0	0	0	0	0	0	0
FAM90A7P	0	0	0	0	0	0	0	0
FAM91A1	6541	5608	4018	4422	5153	4243	3890	4324
FAM92A1	8	10	8	6	21	15	58	58
FAM92A1P2	0	1	0	1	1	0	0	2
FAM92B	0	1	3	5	37	31	33	28
FAM95A	3	7	13	8	7	8	4	2
FAM95B1	0	0	1	0	0	0	0	0
FAM95C	1	2	4	3	5	3	4	2
FAM96A	1254	1173	850	881	1045	839	863	994
FAM96B	360	217	201	259	322	233	279	263
FAM98A	377	340	476	479	603	445	537	550
FAM98B	379	413	460	561	494	433	224	254
FAM98C	171	132	89	96	110	92	110	79
FAM99A	0	0	0	0	0	0	0	0
FAM99B	0	0	0	0	0	0	0	0
FAM9A	0	0	0	0	0	0	0	0
FAM9B	0	0	0	0	0	0	0	0
FAM9C	13	0	0	0	0	0	0	0
FAN1	1341	1227	1107	1331	1532	1261	1629	1319
FANCA	139	176	187	182	107	82	81	74
FANCB	90	144	104	93	75	55	78	98
FANCC	163	237	306	331	310	248	187	179
FANCD2	1247	1576	964	845	647	496	635	626
FANCD2OS	4	1	0	1	0	0	3	0
FANCE	41	24	62	65	56	42	64	55
FANCF	598	546	650	670	818	642	755	800
FANCG	157	182	170	248	180	159	169	126
FANCI	1959	2263	1346	1102	901	553	825	681
FANCL	371	417	245	288	331	252	293	258
FANCM	646	705	707	636	752	573	423	394
FANK1	269	119	326	396	388	368	400	240
FANK1-AS1	0	0	0	0	0	0	0	0
FAP	41	28	36	38	37	26	73	108
FAR1	3051	4623	2191	2487	2923	2180	1907	2316
FAR2	26	14	9	10	20	28	31	42
FAR2P1	543	2	8	102	7	13	5	5
FAR2P2	3	0	0	1	0	0	1	0
FARP1	1077	1225	1728	2634	2441	2066	2134	1843
FARP2	415	162	266	359	369	356	322	250
FARS2	408	292	303	405	390	339	370	279
FARSA	540	314	357	443	448	366	584	463
FARSB	3433	2330	2344	2643	2736	2340	2115	1881
FAS	2	6	21	16	24	12	11	9
FAS-AS1	0	0	0	0	0	0	0	0
FASLG	0	0	1	0	0	0	1	0
FASN	21785	23250	16189	21868	21583	26240	9713	9446
FASTK	1307	822	749	923	1067	797	1140	694
FASTKD1	267	258	325	322	387	318	275	285
FASTKD2	2491	1836	1735	1796	2339	1749	1840	1756
FASTKD3	447	424	416	442	604	440	463	462
FASTKD5	343	246	412	450	422	395	456	338
FAT1	793	965	675	624	658	474	425	689
FAT2	0	3	13	17	27	25	15	12
FAT3	0	0	1	1	1	3	1	0
FAT4	19	9	414	397	1092	836	1281	1252
FATE1	0	0	15	5	22	29	3	4
FAU	1239	751	600	779	1023	759	1449	1303
FAXC	10522	8026	12236	13582	16690	13312	15919	15662
FAXDC2	9	0	7	26	86	84	293	272
FBF1	550	480	622	769	554	569	598	382
FBL	663	518	473	631	596	486	531	581
FBLIM1	127	108	187	234	261	211	176	142
FBLL1	72	44	42	64	68	57	109	110
FBLN1	188	201	140	175	94	77	73	81
FBLN2	42	18	44	35	49	37	33	43
FBLN5	12	11	12	7	12	8	5	9
FBLN7	10	3	9	11	12	8	20	16
FBN1	602	535	750	566	614	443	585	974
FBN2	569	387	460	534	627	456	590	430
FBN3	19	16	42	55	27	25	16	18
FBP1	1495	1541	663	848	645	556	463	391
FBP2	6	5	2	7	4	3	2	1
FBRS	388	339	504	725	609	540	455	365
FBRSL1	308	284	564	804	573	510	278	226
FBXL12	57	51	53	102	58	69	66	43
FBXL13	48	46	73	83	127	92	89	72
FBXL14	231	161	140	169	241	182	253	243
FBXL15	149	79	72	91	125	110	126	103
FBXL16	127	136	218	282	250	243	298	262
FBXL17	2531	2801	2298	2531	3678	2965	2413	2908
FBXL18	200	143	250	221	240	193	181	222
FBXL19	317	204	377	468	461	467	496	381
FBXL19-AS1	163	124	188	275	197	180	231	172
FBXL2	403	355	480	576	639	522	484	385
FBXL20	1503	1666	1208	1396	1528	1398	1595	1177
FBXL21	0	0	0	0	0	0	0	0
FBXL22	8	4	23	27	23	25	16	14
FBXL3	880	976	616	677	974	667	814	883
FBXL4	7821	7533	7277	8516	11604	9848	10768	9127
FBXL5	2623	2343	1835	1877	2742	2063	2539	2499
FBXL6	326	234	594	771	647	454	303	173
FBXL7	68	7	68	39	79	81	26	60
FBXL8	27	21	25	43	34	41	21	13
FBXO10	115	95	147	182	192	157	168	135
FBXO11	1430	1372	2082	1948	2352	1855	1538	1580
FBXO15	15	18	16	18	21	15	23	24
FBXO16	20	31	49	41	54	25	40	22
FBXO17	21	27	11	21	13	11	30	22
FBXO18	1146	906	1119	1270	1365	1191	1373	1083
FBXO2	85	63	44	78	139	99	184	121
FBXO21	1666	1209	933	1068	1443	1120	1647	1291
FBXO22	1209	1195	1216	1282	1457	1077	1055	916
FBXO22-AS1	1	3	2	1	3	4	1	2
FBXO24	9	9	19	18	11	22	10	9
FBXO25	554	607	402	490	697	562	769	774
FBXO27	43	27	19	14	19	27	28	29
FBXO28	4278	2880	2977	2890	3961	2952	3373	3525
FBXO3	1136	1125	797	935	1111	944	1084	935
FBXO30	1296	1273	1236	1494	1920	1473	1216	1438
FBXO31	361	280	380	485	521	466	484	383
FBXO32	2058	1369	355	509	734	700	1160	785
FBXO33	588	663	507	581	821	627	757	737
FBXO34	502	509	370	472	472	422	519	446
FBXO36	882	437	426	510	553	459	460	356
FBXO38	1276	1062	955	1151	1291	1023	1112	835
FBXO39	0	0	0	0	0	0	1	0
FBXO4	197	211	191	203	252	182	211	158
FBXO40	0	0	0	0	0	0	1	2
FBXO41	834	654	629	869	987	843	1140	911
FBXO42	168	131	178	181	184	185	208	168
FBXO43	115	100	66	45	34	45	29	35
FBXO44	252	179	162	202	226	216	320	255
FBXO45	667	659	666	644	712	579	593	593
FBXO46	244	191	260	405	283	272	312	277
FBXO47	0	0	1	0	0	1	0	3
FBXO48	50	43	64	54	59	44	44	46
FBXO5	656	846	548	446	472	354	358	435
FBXO6	95	64	46	76	95	77	101	72
FBXO7	2226	2210	1692	2106	2264	1843	1976	1509
FBXO8	240	409	254	220	339	241	346	313
FBXO9	1069	897	958	1017	1327	1096	881	874
FBXW10	2	1	1	8	2	1	1	1
FBXW11	2946	3044	2578	3087	3987	3023	5026	4679
FBXW12	0	1	3	2	1	0	1	2
FBXW2	3155	3075	2966	3122	3821	3264	2926	2714
FBXW4	364	333	215	255	298	263	311	238
FBXW4P1	43	35	80	106	64	99	84	60
FBXW5	494	363	419	535	542	466	660	457
FBXW7	380	484	518	511	665	489	544	587
FBXW8	448	376	292	357	340	327	376	245
FBXW9	143	95	99	94	97	76	114	61
FCAMR	0	0	0	1	0	0	0	0
FCAR	0	1	0	0	0	0	0	0
FCER1A	0	0	0	1	0	0	0	0
FCER1G	1	1	3	0	6	3	1	2
FCER2	0	0	0	0	0	0	0	0
FCF1	186	204	186	189	199	173	201	198
FCGBP	45	56	45	55	49	38	31	22
FCGR1A	0	0	0	0	0	0	0	0
FCGR1B	0	0	0	0	1	0	0	0
FCGR1CP	0	0	0	0	0	0	0	0
FCGR2A	0	1	6	8	3	2	10	4
FCGR2B	0	0	4	12	8	16	36	30
FCGR2C	0	1	3	3	6	4	11	10
FCGR3A	2	0	0	0	0	0	0	0
FCGR3B	5	0	1	0	0	0	0	0
FCGRT	1965	2683	530	696	725	836	569	594
FCHO1	23	11	28	22	17	13	15	19
FCHO2	697	655	537	617	636	501	378	468
FCHSD1	278	198	242	346	315	282	275	190
FCHSD2	744	873	613	704	682	557	489	468
FCMR	66	52	218	219	268	220	462	341
FCN1	0	0	0	0	0	0	0	0
FCN2	0	0	0	1	0	1	2	0
FCN3	0	0	0	2	0	0	0	0
FCRL1	0	0	0	0	0	1	0	0
FCRL2	0	0	0	0	0	0	0	0
FCRL3	0	0	0	0	0	0	0	0
FCRL4	0	1	0	0	0	0	0	0
FCRL5	0	0	0	0	0	1	0	0
FCRL6	2	0	1	1	0	0	0	0
FCRLA	1	0	3	4	0	1	2	2
FCRLB	21	17	75	78	108	100	276	122
FDCSP	0	0	0	0	0	0	0	0
FDFT1	2375	1818	4519	4605	4605	4429	1921	1950
FDPS	919	660	765	778	748	601	738	641
FDPSP2	0	0	1	1	0	0	0	0
FDX1	86	59	74	84	130	106	106	101
FDX1L	59	40	48	61	69	35	104	81
FDXACB1	44	33	33	48	51	44	30	38
FDXR	194	135	179	198	204	227	160	112
FECH	940	693	488	569	612	549	460	435
FEM1A	772	644	632	727	812	660	833	761
FEM1B	1877	1518	1040	1298	1439	1001	1307	1248
FEM1C	6295	6386	3152	4424	4506	3419	2802	3204
FEN1	351	315	266	228	209	188	269	264
FENDRR	7	8	11	6	4	3	9	7
FER	1106	1100	1476	1577	1710	1317	1376	1302
FER1L5	15	5	2	3	7	3	10	11
FER1L6	6	3	6	1	6	3	5	5
FER1L6-AS1	0	2	0	0	0	0	0	0
FERD3L	0	0	0	0	0	0	0	0
FERMT1	6	2	5	5	9	6	9	12
FERMT2	54	31	69	90	59	51	52	64
FERMT3	22	8	14	32	15	14	3	6
FES	139	110	106	110	113	98	145	143
FETUB	0	0	0	0	0	0	0	1
FEV	6	1	4	3	11	12	73	98
FEZ1	14	12	5	10	20	7	33	54
FEZ2	497	389	411	447	532	425	418	368
FEZF1	0	0	0	0	0	0	0	0
FEZF1-AS1	0	0	0	0	0	0	0	0
FEZF2	0	0	0	0	0	0	0	0
FFAR1	0	0	0	0	0	0	1	0
FFAR2	14	8	5	5	9	8	18	14
FFAR3	0	0	0	0	0	0	0	0
FFAR4	0	1	0	0	0	0	0	0
FGA	0	0	1	0	0	0	5	12
FGB	0	0	0	0	1	0	15	17
FGD1	176	183	211	289	259	220	194	127
FGD2	3	1	0	1	7	4	2	1
FGD3	208	247	74	83	93	72	50	38
FGD4	153	278	456	446	469	461	139	187
FGD5	16	1	24	12	12	13	99	143
FGD5-AS1	4520	4168	3128	3409	4561	3756	5245	5482
FGD5P1	0	0	1	1	1	0	0	0
FGD6	446	401	1359	1660	1805	1795	1094	1175
FGF1	4	2	4	4	4	4	10	7
FGF10	1	3	6	3	1	1	0	2
FGF11	2	1	2	5	4	2	1	1
FGF12	265	139	57	55	128	94	116	147
FGF13	139	120	91	107	157	95	197	167
FGF13-AS1	1	1	0	5	2	0	0	2
FGF14	0	0	0	1	1	0	0	1
FGF14-AS2	0	0	0	0	0	0	0	0
FGF14-IT1	0	0	0	0	0	0	0	0
FGF16	0	0	1	0	0	0	1	2
FGF17	0	1	14	10	3	17	16	4
FGF18	15	6	10	25	16	12	9	6
FGF19	0	0	1	5	4	1	9	13
FGF2	7	3	6	3	3	3	3	7
FGF20	0	0	0	0	0	0	0	0
FGF21	0	0	0	0	0	0	0	0
FGF22	1	1	0	0	0	2	1	0
FGF23	0	1	0	0	0	0	0	0
FGF3	0	0	0	0	0	0	0	0
FGF4	0	0	0	0	0	0	0	0
FGF5	0	1	6	9	18	9	0	1
FGF6	0	0	0	1	0	0	0	0
FGF7	1	2	15	8	4	4	7	10
FGF8	2	3	0	1	0	1	0	0
FGF9	8	9	127	146	155	140	47	66
FGFBP1	0	0	0	0	0	0	0	0
FGFBP2	0	0	0	0	0	0	0	3
FGFBP3	27	18	34	31	35	34	40	33
FGFR1	1421	2034	3598	4483	3443	3533	2674	2352
FGFR1OP	183	214	308	302	259	270	260	232
FGFR1OP2	789	631	641	639	840	657	696	814
FGFR2	308	375	794	1013	843	770	699	572
FGFR3	672	437	475	491	496	340	296	251
FGFR4	330	401	64	78	46	41	53	47
FGFRL1	15	11	32	52	53	25	17	12
FGG	1	0	1	1	1	1	37	37
FGGY	389	297	274	337	365	336	322	295
FGL1	1	0	0	0	2	1	4	9
FGL2	0	2	11	2	5	3	8	6
FGR	0	2	3	0	0	2	0	1
FH	1957	1508	1383	1300	1886	1318	1926	1651
FHAD1	22	12	20	27	38	26	27	30
FHDC1	197	317	473	529	479	372	343	293
FHIT	171	161	112	138	135	172	91	64
FHL1	68	38	41	51	45	32	105	120
FHL2	23	13	22	50	17	17	9	17
FHL3	27	31	66	54	52	58	24	22
FHL5	0	0	2	2	1	0	0	1
FHOD1	107	66	60	96	79	72	46	21
FHOD3	681	599	172	230	221	261	412	316
FIBCD1	77	91	15	9	4	3	10	10
FIBIN	6	3	5	7	3	5	14	8
FIBP	518	346	377	398	505	392	572	455
FICD	70	51	66	99	82	77	83	86
FIG4	787	907	669	715	974	725	1071	810
FIGF	3	2	4	1	6	2	3	1
FIGLA	0	0	0	9	4	3	0	0
FIGN	4	8	3	4	3	5	1	3
FIGNL1	438	530	330	275	343	209	275	343
FIGNL2	2	2	22	32	16	15	29	21
FILIP1	5	9	6	8	15	9	11	10
FILIP1L	68	28	140	233	141	85	185	143
FIP1L1	527	444	459	465	529	463	639	555
FIRRE	187	112	506	478	512	466	299	338
FIS1	1303	798	694	838	1118	818	1114	918
FITM1	6	4	5	4	5	4	5	3
FITM2	152	109	141	162	169	146	122	118
FIZ1	131	114	159	174	154	164	193	178
FJX1	23	21	58	51	40	31	62	51
FKBP10	107	100	119	106	166	151	248	221
FKBP11	122	90	240	277	187	171	133	92
FKBP14	555	409	440	456	606	497	363	384
FKBP15	938	860	912	1031	979	1005	934	704
FKBP1A	752	644	1101	1146	1389	1263	948	960
FKBP1A-SDCBP2	1	1	1	2	3	4	1	0
FKBP1AP1	47	36	42	68	102	72	64	58
FKBP1B	5	2	6	2	3	3	4	6
FKBP2	213	176	135	251	272	201	320	310
FKBP3	664	645	627	747	837	664	671	686
FKBP4	8496	5498	5228	5641	6309	4506	7445	6254
FKBP5	210	139	1177	1754	1822	2767	670	564
FKBP6	1	0	0	2	0	0	1	1
FKBP7	32	30	74	89	101	58	103	120
FKBP8	1258	707	800	1034	1189	989	1570	1372
FKBP9	361	306	232	331	468	302	518	439
FKBP9P1	13	11	7	13	18	7	24	23
FKBPL	85	74	55	57	94	54	90	81
FKRP	142	108	147	168	193	135	178	153
FKSG29	22	16	19	21	18	20	9	9
FKTN	1064	1302	885	877	1149	770	778	806
FLAD1	952	729	956	1140	1121	910	1069	916
FLCN	234	211	249	323	247	242	303	201
FLG	2	1	0	1	2	4	0	0
FLG2	0	0	1	1	3	0	0	0
FLI1	16	28	23	15	17	14	29	53
FLII	945	606	664	896	798	650	722	603
FLJ10038	251	306	352	418	426	385	359	301
FLJ12825	130	130	120	134	128	126	129	91
FLJ13224	0	1	4	2	3	0	5	2
FLJ16171	0	0	0	0	0	0	0	0
FLJ16779	0	0	1	0	1	2	3	1
FLJ20021	29	16	10	8	19	14	23	21
FLJ21408	3	3	1	1	3	1	3	2
FLJ22447	4	7	2	0	1	3	0	0
FLJ22763	0	0	0	0	0	1	0	0
FLJ23867	632	499	280	412	459	361	419	339
FLJ25758	0	0	0	0	0	0	0	0
FLJ26245	0	0	0	0	0	0	0	0
FLJ26850	18	19	16	27	20	27	27	16
FLJ27354	0	0	0	0	0	1	0	0
FLJ30679	1	2	1	2	1	5	2	1
FLJ31104	0	5	2	2	3	5	2	2
FLJ31662	10	32	5	14	2	4	1	1
FLJ33360	5	1	11	21	4	6	5	1
FLJ33534	1	1	1	1	1	0	1	0
FLJ33581	0	0	0	0	0	0	0	0
FLJ34503	7	4	6	1	5	5	3	2
FLJ36000	0	0	0	0	0	0	0	0
FLJ36777	5	15	9	9	12	16	8	5
FLJ37035	68	85	55	46	73	79	80	54
FLJ37201	64	82	54	57	63	43	53	41
FLJ37453	47	64	45	78	64	67	60	74
FLJ37505	0	0	0	0	0	1	0	0
FLJ38576	2	1	3	0	6	6	5	7
FLJ40194	2	0	0	0	0	0	1	0
FLJ40288	0	0	0	0	0	0	0	0
FLJ41278	0	3	13	12	12	6	7	12
FLJ41941	0	0	0	0	1	0	10	2
FLJ42102	0	0	0	0	0	0	0	0
FLJ42351	1	9	8	5	5	3	3	1
FLJ42393	25	31	80	120	71	69	33	22
FLJ42627	17	21	29	34	21	16	20	18
FLJ42969	0	0	1	1	0	1	5	4
FLJ43315	0	0	0	0	0	0	0	0
FLJ43879	0	0	0	0	0	0	1	0
FLJ44635	665	412	350	468	556	466	576	585
FLJ45079	0	0	2	6	2	2	4	1
FLJ45513	34	28	74	104	44	53	30	24
FLJ46066	0	0	0	0	0	0	0	0
FLJ46284	6	11	3	6	4	2	1	1
FLJ46906	6	1	2	7	3	3	6	1
FLNA	1566	699	1325	2109	1989	1747	1479	1025
FLNB	13586	13236	17423	21101	17169	14281	14529	11011
FLNC	69	25	39	49	41	34	72	80
FLOT1	807	450	189	239	275	206	433	385
FLOT2	616	472	619	660	645	531	749	651
FLRT1	12	9	66	88	116	97	48	44
FLRT2	1	10	23	12	31	10	15	22
FLRT3	500	120	261	345	1023	874	613	449
FLT1	26	8	73	45	34	30	25	28
FLT3	179	243	52	50	38	25	19	29
FLT3LG	10	12	15	15	10	8	9	12
FLT4	3	5	8	7	8	2	10	13
FLVCR1	828	811	883	841	1070	872	955	945
FLVCR1-AS1	56	47	38	49	47	47	49	54
FLVCR2	17	4	3	2	4	5	6	5
FLYWCH1	205	144	189	248	263	213	298	263
FLYWCH2	243	151	193	229	270	194	304	255
FMN1	1147	1179	3024	3092	3541	2194	2521	2329
FMN2	82	141	97	119	331	285	403	364
FMNL1	47	44	55	83	105	50	74	74
FMNL2	226	185	894	1145	1334	1110	1407	1120
FMNL3	41	70	168	124	132	101	80	83
FMO1	1	3	17	19	3	5	2	0
FMO2	0	0	0	2	0	0	0	0
FMO3	0	0	0	0	0	0	0	0
FMO4	94	107	117	150	134	122	106	71
FMO5	66	74	60	51	80	67	69	60
FMO6P	1	0	0	0	0	0	0	0
FMO9P	1	6	3	3	0	2	3	4
FMOD	8	13	9	9	3	10	18	18
FMR1	1574	1820	1701	1854	2042	1648	1520	1587
FMR1-AS1	7	10	9	6	8	11	9	10
FMR1NB	0	0	1	1	1	0	4	0
FN1	1219	820	1426	1602	1941	1400	1225	1271
FN3K	107	145	108	126	128	156	130	113
FN3KRP	465	558	396	444	393	362	414	381
FNBP1	907	1133	614	789	718	662	754	531
FNBP1L	2505	2536	3581	3894	4207	3531	3669	3266
FNBP4	1244	1181	1133	1443	1286	1276	1186	868
FNDC1	1	5	10	4	4	2	5	3
FNDC3A	998	1085	938	1005	1306	1156	1309	1515
FNDC3B	442	304	509	587	680	593	607	703
FNDC4	27	11	2	5	3	2	5	2
FNDC5	16	20	14	14	14	24	25	21
FNDC7	1	2	2	2	2	1	2	0
FNDC8	0	0	0	0	1	0	0	2
FNDC9	0	0	0	0	0	0	0	0
FNIP1	2923	2848	1601	1855	2096	1708	2230	1885
FNIP2	136	155	259	241	416	291	394	511
FNTA	1957	1872	2031	2327	2338	1898	1717	1520
FNTB	8	5	5	9	7	8	1	3
FOCAD	1242	858	916	1078	1203	986	1071	805
FOLH1	3	1	0	1	0	1	3	2
FOLH1B	0	0	0	0	0	0	1	0
FOLR1	0	1	30	35	28	16	15	10
FOLR2	0	0	0	0	0	0	0	0
FOLR3	3	2	4	0	0	0	5	1
FOPNL	1269	1132	1022	963	1077	920	1089	1003
FOS	24	87	119	397	217	203	151	127
FOSB	23	41	125	1376	38	31	36	27
FOSL1	1	0	0	1	0	0	0	0
FOSL2	6219	4977	2979	4582	2892	2353	3563	2611
FOXA1	6191	6228	3576	4279	3918	3137	3938	3520
FOXA2	0	0	0	0	0	0	1	5
FOXA3	1	0	90	70	69	75	7	23
FOXB1	0	0	0	0	0	0	0	0
FOXB2	0	0	0	0	0	0	0	0
FOXC1	9	9	29	23	38	21	32	33
FOXC2	3	0	2	1	1	1	0	2
FOXD2	39	14	10	10	5	12	13	9
FOXD2-AS1	12	15	13	21	23	21	12	10
FOXD3	7	1	5	1	7	4	4	5
FOXD4	22	22	29	35	28	26	24	24
FOXD4L1	2	1	5	11	6	6	7	4
FOXD4L3	0	0	1	0	0	0	0	0
FOXD4L5	2	1	2	0	0	0	0	1
FOXD4L6	0	0	1	0	0	0	0	0
FOXE1	0	0	0	1	0	0	0	0
FOXE3	0	0	0	1	0	2	0	0
FOXF1	9	7	19	12	13	8	19	11
FOXF2	2	0	0	0	0	0	2	0
FOXG1	2	0	1	0	0	0	0	0
FOXH1	7	9	13	15	10	7	2	7
FOXI1	1	0	4	1	5	9	1	8
FOXI2	0	0	0	0	0	0	0	0
FOXI3	1	3	1	3	0	1	1	0
FOXJ1	64	45	10	18	47	34	81	74
FOXJ2	522	675	750	838	944	807	700	662
FOXJ3	1431	1263	1341	1516	1506	1389	1458	1271
FOXK1	830	736	722	966	841	718	761	791
FOXK2	2126	2518	2927	3270	3508	2922	2460	2148
FOXL1	1	1	1	2	1	0	0	0
FOXL2	0	0	0	0	0	0	0	0
FOXL2NB	2	1	2	7	5	7	1	0
FOXM1	462	537	417	287	200	147	158	208
FOXN1	0	1	0	2	0	0	0	0
FOXN2	160	125	239	211	343	251	263	360
FOXN3	447	512	326	493	495	393	509	399
FOXN3-AS1	52	29	14	19	19	18	39	29
FOXN3-AS2	0	0	0	0	0	0	0	0
FOXN4	2	0	0	0	0	0	0	0
FOXO1	14	30	24	29	24	19	32	41
FOXO3	1101	1244	901	1208	1365	1208	1425	1328
FOXO3B	58	60	102	103	137	108	114	131
FOXO4	115	106	78	115	106	137	142	123
FOXP1	1911	1205	666	1074	901	887	1120	847
FOXP2	41	63	38	46	39	33	36	21
FOXP3	4	5	6	13	5	7	2	3
FOXP4	353	403	286	397	280	288	308	218
FOXQ1	0	0	0	0	1	3	2	6
FOXR1	0	0	0	0	0	0	0	0
FOXR2	0	0	0	0	0	0	0	0
FOXRED1	164	264	222	297	262	210	294	229
FOXRED2	578	618	654	651	674	582	582	616
FOXS1	1	3	3	8	8	5	3	7
FPGS	363	257	288	352	404	307	362	272
FPGT	881	804	651	672	979	747	744	802
FPGT-TNNI3K	68	74	78	89	61	61	27	33
FPR1	0	0	0	0	0	0	0	0
FPR2	0	0	0	0	0	0	0	1
FPR3	0	0	0	0	0	0	0	0
FRA10AC1	244	328	502	541	473	474	365	272
FRAS1	59	54	87	119	196	165	92	121
FRAT1	129	93	72	88	86	90	127	93
FRAT2	252	186	125	157	197	188	322	221
FREM1	2	2	9	2	12	12	13	13
FREM2	0	0	4	1	4	2	21	28
FREM3	0	0	0	0	0	1	0	0
FRG1	104	79	113	108	136	125	132	143
FRG1BP	172	193	203	213	290	186	195	162
FRG1HP	10	10	9	9	18	9	11	5
FRG1JP	12	8	16	8	13	12	16	16
FRG2B	2	0	0	2	1	0	0	2
FRG2DP	0	0	0	0	0	0	0	0
FRG2EP	9	0	2	1	1	3	1	2
FRK	629	473	1242	1789	1459	1054	677	553
FRMD1	0	0	0	0	0	1	1	3
FRMD3	62	91	152	162	260	261	165	161
FRMD4A	817	849	662	911	679	704	412	373
FRMD4B	741	727	418	479	385	333	220	182
FRMD5	1	0	5	1	3	2	3	2
FRMD6	1006	854	327	414	365	305	176	130
FRMD6-AS1	72	84	33	45	30	27	42	21
FRMD6-AS2	0	1	0	0	0	1	0	0
FRMD7	3	2	3	3	0	0	0	3
FRMD8	418	324	232	363	292	244	216	173
FRMD8P1	26	19	16	18	21	18	15	10
FRMPD1	3	7	26	24	32	37	12	7
FRMPD2	3	4	1	7	2	2	3	6
FRMPD2B	0	0	0	0	0	0	0	0
FRMPD4	0	0	0	0	1	1	2	0
FRRS1	370	221	274	301	404	293	257	254
FRRS1L	4	5	3	7	7	8	26	39
FRS2	6424	6217	8420	9103	11467	9345	8572	8251
FRS3	52	34	43	50	50	48	61	48
FRY	142	157	161	205	307	304	336	283
FRYL	3701	2904	3532	3869	4451	3479	3486	2693
FRZB	4	3	14	14	15	14	9	6
